0.45	            0.05
0.05	            0.45
0.4	                0.3
0.1	                0.45
0.3	                0.25
0.2	                0.90
0.2	                0.3
0.35	            0.60
0.2	                0.55
0.25	            0.7
0.3	                0.60
0.2	                0.75
0.1	                0.75
0.20        	    0.70
