  1.000E+00  4.124E-01  3.668E+04  8.894E+04
  2.500E+00  4.946E-01  9.928E+03  2.007E+04
  3.500E+00  4.381E-01  3.966E+03  9.055E+03
  5.000E+00  3.756E-01  2.512E+03  6.688E+03
  7.000E+00  3.754E-01  7.399E+02  1.971E+03
  9.000E+00  3.939E-01  2.990E+02  7.591E+02
  1.125E+01  4.321E-01  1.642E+02  3.801E+02
  1.375E+01  4.639E-01  7.578E+01  1.633E+02
  1.750E+01  5.139E-01  6.234E+01  1.213E+02
  2.250E+01  5.897E-01  2.230E+01  3.781E+01
  2.750E+01  6.561E-01  9.448E+00  1.440E+01
  3.500E+01  7.030E-01  6.720E+00  9.560E+00
  5.000E+01  7.717E-01  2.733E+00  3.542E+00
  8.000E+01  8.450E-01  5.698E-01  6.743E-01
  1.100E+02  8.878E-01  3.448E-02  3.884E-02
