  1.000E+00  1.863E+00  1.433E+04  7.692E+03
  2.500E+00  2.640E+00  4.659E+03  1.765E+03
  3.500E+00  1.939E+00  1.717E+03  8.857E+02
  5.000E+00  1.096E+00  6.997E+02  6.385E+02
  7.000E+00  5.567E-01  1.161E+02  2.085E+02
  9.000E+00  4.432E-01  3.599E+01  8.121E+01
  1.125E+01  4.517E-01  1.837E+01  4.066E+01
  1.375E+01  4.833E-01  8.555E+00  1.770E+01
  1.750E+01  5.308E-01  7.055E+00  1.329E+01
  2.250E+01  6.205E-01  2.435E+00  3.924E+00
  2.750E+01  6.595E-01  1.037E+00  1.573E+00
  3.500E+01  7.308E-01  7.380E-01  1.010E+00
  5.000E+01  7.739E-01  3.030E-01  3.915E-01
  8.000E+01  8.765E-01  6.382E-02  7.281E-02
  1.100E+02  8.914E-01  3.887E-03  4.360E-03
