  2.500E+00  2.292E+00  8.962E+03  3.910E+03
  3.500E+00  1.981E+00  3.638E+03  1.836E+03
  4.500E+00  1.442E+00  1.262E+03  8.756E+02
  5.500E+00  1.103E+00  4.994E+02  4.529E+02
  7.000E+00  8.367E-01  3.568E+02  4.264E+02
  9.000E+00  7.223E-01  1.170E+02  1.619E+02
  1.125E+01  6.925E-01  5.919E+01  8.547E+01
  1.375E+01  7.487E-01  2.640E+01  3.526E+01
  1.750E+01  7.895E-01  2.084E+01  2.640E+01
  2.250E+01  8.259E-01  6.999E+00  8.474E+00
  2.750E+01  8.616E-01  2.810E+00  3.261E+00
  3.500E+01  9.036E-01  1.952E+00  2.160E+00
  5.000E+01  9.346E-01  7.539E-01  8.067E-01
  8.000E+01  9.727E-01  1.492E-01  1.534E-01
  1.100E+02  9.897E-01  8.908E-03  9.000E-03
