  1.000E+00  1.662E+00  1.429E+04  8.597E+03
  2.500E+00  2.309E+00  4.581E+03  1.984E+03
  3.500E+00  1.754E+00  1.655E+03  9.437E+02
  5.000E+00  1.096E+00  7.703E+02  7.026E+02
  7.000E+00  5.730E-01  1.293E+02  2.257E+02
  9.000E+00  4.895E-01  4.089E+01  8.354E+01
  1.125E+01  5.029E-01  2.253E+01  4.480E+01
  1.375E+01  5.525E-01  1.002E+01  1.814E+01
  1.750E+01  5.837E-01  8.121E+00  1.391E+01
  2.250E+01  6.919E-01  2.950E+00  4.263E+00
  2.750E+01  7.518E-01  1.202E+00  1.599E+00
  3.500E+01  8.028E-01  8.710E-01  1.085E+00
  5.000E+01  8.426E-01  3.477E-01  4.126E-01
  8.000E+01  8.977E-01  7.079E-02  7.886E-02
  1.100E+02  9.233E-01  4.265E-03  4.619E-03
