  1.000E+00  4.183E-01  4.984E+04  1.192E+05
  2.500E+00  6.254E-01  1.688E+04  2.699E+04
  3.500E+00  5.946E-01  7.274E+03  1.223E+04
  5.000E+00  5.649E-01  4.906E+03  8.685E+03
  7.000E+00  5.546E-01  1.446E+03  2.608E+03
  9.000E+00  5.770E-01  5.651E+02  9.794E+02
  1.125E+01  6.055E-01  3.033E+02  5.008E+02
  1.375E+01  6.351E-01  1.365E+02  2.149E+02
  1.750E+01  6.886E-01  1.088E+02  1.580E+02
  2.250E+01  7.556E-01  3.728E+01  4.934E+01
  2.750E+01  7.987E-01  1.521E+01  1.904E+01
  3.500E+01  8.362E-01  1.049E+01  1.254E+01
  5.000E+01  8.951E-01  4.167E+00  4.655E+00
  8.000E+01  9.423E-01  8.311E-01  8.819E-01
  1.100E+02  9.590E-01  4.886E-02  5.095E-02
