  1.000E+00  4.048E-01  2.688E+04  6.640E+04
  2.500E+00  5.119E-01  7.719E+03  1.508E+04
  3.500E+00  4.489E-01  3.066E+03  6.830E+03
  5.000E+00  4.006E-01  1.958E+03  4.887E+03
  7.000E+00  4.053E-01  5.916E+02  1.460E+03
  9.000E+00  4.125E-01  2.283E+02  5.535E+02
  1.125E+01  4.518E-01  1.287E+02  2.848E+02
  1.375E+01  4.854E-01  5.875E+01  1.210E+02
  1.750E+01  5.483E-01  4.876E+01  8.893E+01
  2.250E+01  6.247E-01  1.716E+01  2.747E+01
  2.750E+01  6.779E-01  7.188E+00  1.060E+01
  3.500E+01  7.259E-01  5.099E+00  7.025E+00
  5.000E+01  7.916E-01  2.067E+00  2.612E+00
  8.000E+01  8.761E-01  4.307E-01  4.916E-01
  1.100E+02  8.969E-01  2.572E-02  2.868E-02
